Date,O3 (ppb)
2012/05/20,32.4
2012/05/19,13.3
2012/05/18,8.1
2012/05/17,8.1
2012/05/16,14.1
2012/05/15,24.8
2012/05/14,20.3
2012/05/13,33
2012/05/12,31.6
2012/05/11,39.6
2012/05/10,0
2012/05/09,20.4
2012/05/08,25
2012/05/07,36.2
2012/05/06,33.6
2012/05/05,21
2012/05/04,12.9
2012/05/03,36.6
2012/05/02,10.3
2012/05/01,12.9
2012/04/30,6.7
2012/04/29,18
2012/04/28,14.9
2012/04/27,19.5
2012/04/26,20.9
2012/04/25,15.2
2012/04/24,20
2012/04/23,34.8
2012/04/22,37.6
2012/04/21,26.7
2012/04/20,25.7
2012/04/19,28.4
2012/04/18,22.7
2012/04/17,16.7
2012/04/16,13.9
2012/04/15,20.7
2012/04/14,22.8
2012/04/13,21.8
2012/04/12,31.4
2012/04/11,21.2
2012/04/10,47.3
2012/04/09,28.7
2012/04/08,31.5
2012/04/07,22.3
2012/04/06,6.8
2012/04/05,27.8
2012/04/04,36.1
2012/04/03,22.9
2012/04/02,37.6
2012/04/01,51.7
2012/03/31,34.1
2012/03/30,30.9
2012/03/29,30.8
2012/03/28,43.7
2012/03/27,45
2012/03/26,35.2
2012/03/25,25.6
2012/03/24,25
2012/03/23,32.1
2012/03/22,30.4
2012/03/21,26.8
2012/03/20,18.6
2012/03/19,26.1
2012/03/18,21.6
2012/03/17,29.8
2012/03/16,27.1
2012/03/15,19
2012/03/14,6.7
2012/03/13,17.1
2012/03/12,18.4
2012/03/11,22.6
2012/03/10,17.7
2012/03/09,19.6
2012/03/08,13.2
2012/03/07,19.2
2012/03/06,21.5
2012/03/05,22
2012/03/04,21.1
2012/03/03,17.4
2012/03/02,11.1
2012/03/01,17.9
2012/02/29,12.7
2012/02/28,15.3
2012/02/27,16.1
2012/02/26,21.2
2012/02/25,11.7
2012/02/24,8.9
2012/02/23,11.5
2012/02/22,22.8
2012/02/21,8.8
2012/02/20,11.1
2012/02/19,24.1
2012/02/18,30.4
2012/02/17,26
2012/02/16,21.9
2012/02/15,9.2
2012/02/14,16.7
2012/02/13,17.3
2012/02/12,19.9
2012/02/11,14.5
2012/02/10,16.3
2012/02/09,11.3
2012/02/08,14.8
2012/02/07,18.3
2012/02/06,17.5
2012/02/05,19.2
2012/02/04,0
2012/02/03,13.7
2012/02/02,22.9
2012/02/01,18.4
2012/01/31,31.6
2012/01/30,32.2
2012/01/29,23.9
2012/01/28,15.8
2012/01/27,22.2
2012/01/26,23.4
2012/01/25,27
2012/01/24,20.6
2012/01/23,23.4
2012/01/22,21.5
2012/01/21,20.9
2012/01/20,20.8
2012/01/19,22.1
2012/01/18,0
2012/01/17,22.5
2012/01/16,19.5
2012/01/15,11.4
2012/01/14,9.3
2012/01/13,9.7
2012/01/12,17.9
2012/01/11,20.6
2012/01/10,17.2
2012/01/09,15.1
2012/01/08,19.8
2012/01/07,17.2
2012/01/06,6.3
2012/01/05,6.3
2012/01/04,17.7
2012/01/03,19.7
2012/01/02,12.8
2012/01/01,23.9
2011/12/31,16.6
2011/12/30,20.9
2011/12/29,14.9
2011/12/28,16.2
2011/12/27,17
2011/12/26,14.9
2011/12/25,21.4
2011/12/24,32.4
2011/12/23,26
2011/12/22,23.6
2011/12/21,14.6
2011/12/20,10.1
2011/12/19,12.8
2011/12/18,16
2011/12/17,22.5
2011/12/16,22.7
2011/12/15,17.7
2011/12/14,10.5
2011/12/13,10.3
2011/12/12,14.1
2011/12/11,19.4
2011/12/10,19.3
2011/12/09,17
2011/12/08,11
2011/12/07,14
2011/12/06,15.6
2011/12/05,3.7
2011/12/04,25.5
2011/12/03,21.3
2011/12/02,15.4
2011/12/01,18.6
2011/11/30,16.1
2011/11/29,20
2011/11/28,22.7
2011/11/27,17.9
2011/11/26,16.1
2011/11/25,19.3
2011/11/24,28.3
2011/11/23,26
2011/11/22,27.7
2011/11/21,24.1
2011/11/20,27.6
2011/11/19,7.3
2011/11/18,10.7
2011/11/17,7.9
2011/11/16,17.9
2011/11/15,20
2011/11/14,19.5
2011/11/13,16.2
2011/11/12,14.5
2011/11/11,10.8
2011/11/10,13.7
2011/11/09,9
2011/11/08,10
2011/11/07,7.1
2011/11/06,37.5
2011/11/05,33.5
2011/11/04,44.5
2011/11/03,32
2011/11/02,37
2011/11/01,28.9
2011/10/31,29.5
2011/10/30,26.5
2011/10/29,31.9
2011/10/28,29.2
2011/10/27,35.5
2011/10/26,36.4
2011/10/25,40.6
2011/10/24,35
2011/10/23,37.2
2011/10/22,34.6
2011/10/21,28.6
2011/10/20,30.9
2011/10/19,40.9
2011/10/18,46.5
2011/10/17,49.2
2011/10/16,41.2
2011/10/15,24.5
2011/10/14,19.7
2011/10/13,25
2011/10/12,32.6
2011/10/11,20.1
2011/10/10,17.4
2011/10/09,35.4
2011/10/08,44.5
2011/10/07,33.9
2011/10/06,34.4
2011/10/05,33.6
2011/10/04,40.8
2011/10/03,41.7
2011/10/02,24.4
2011/10/01,35
2011/09/30,35.5
2011/09/29,28.6
2011/09/28,26.3
2011/09/27,35.4
2011/09/26,28.9
2011/09/25,37.7
2011/09/24,30.6
2011/09/23,45.3
2011/09/22,50.9
2011/09/21,37.4
2011/09/20,41.8
2011/09/19,41
2011/09/18,37.4
2011/09/17,40.7
2011/09/16,41.4
2011/09/15,50.2
2011/09/14,42.2
2011/09/13,32.6
2011/09/12,36.5
2011/09/11,42.7
2011/09/10,57.4
2011/09/09,46.7
2011/09/08,57
2011/09/07,61.1
2011/09/06,67.1
2011/09/05,64.9
2011/09/04,52.4
2011/09/03,43
2011/09/02,27.6
2011/09/01,26.8
2011/08/31,19.1
2011/08/30,18
2011/08/29,9.1
2011/08/28,12.9
2011/08/27,38.8
2011/08/26,44.9
2011/08/25,36.7
2011/08/24,0
2011/08/23,28.8
2011/08/22,35.8
2011/08/21,32.3
2011/08/20,29.2
2011/08/19,25.9
2011/08/18,23.9
2011/08/17,27.2
2011/08/16,23.5
2011/08/15,19.3
2011/08/14,18.9
2011/08/13,21.4
2011/08/12,21.9
2011/08/11,31.6
2011/08/10,27.9
2011/08/09,28.6
2011/08/08,26.5
2011/08/07,26.8
2011/08/06,28.3
2011/08/05,23
2011/08/04,44.8
2011/08/03,48.3
2011/08/02,29.5
2011/08/01,24.6
2011/07/31,29.2
2011/07/30,26.1
2011/07/29,35.4
2011/07/28,45.6
2011/07/27,26.8
2011/07/26,19.5
2011/07/25,27.2
2011/07/24,28.6
2011/07/23,25
2011/07/22,21.5
2011/07/21,15.1
2011/07/20,17
2011/07/19,29.1
2011/07/18,27.5
2011/07/17,16.2
2011/07/16,20.1
2011/07/15,22.1
2011/07/14,25.1
2011/07/13,18.2
2011/07/12,24.3
2011/07/11,29.8
2011/07/10,33.1
2011/07/09,27.8
2011/07/08,27.6
2011/07/07,25
2011/07/06,21.5
2011/07/05,24.8
2011/07/04,21
2011/07/03,20.1
2011/07/02,23.1
2011/07/01,18.1
2011/06/30,27
2011/06/29,20
2011/06/28,14.1
2011/06/27,22.7
2011/06/26,24.4
2011/06/25,14.9
2011/06/24,36.5
2011/06/23,37.1
2011/06/22,27.3
2011/06/21,27.9
2011/06/20,30
2011/06/19,26.2
2011/06/18,24.2
2011/06/17,28.3
2011/06/16,23.2
2011/06/15,23.5
2011/06/14,21.5
2011/06/13,19.7
2011/06/12,19.4
2011/06/11,21.8
2011/06/10,28
2011/06/09,27.4
2011/06/08,11.3
2011/06/07,14.9
2011/06/06,18.2
2011/06/05,25.9
2011/06/04,41.7
2011/06/03,32.1
2011/06/02,27.5
2011/06/01,30.4
2011/05/31,41.3
2011/05/30,49.6
2011/05/29,47.1
2011/05/28,43.3
2011/05/27,48.9
2011/05/26,30.2
2011/05/25,35.7
2011/05/24,27.8
2011/05/23,24.4
2011/05/22,34
2011/05/21,49.4
2011/05/20,35.6
2011/05/19,38.1
2011/05/18,39.6
2011/05/17,29.3
2011/05/16,25.2
2011/05/15,25.2
2011/05/14,13
2011/05/13,33.6
2011/05/12,23.9
2011/05/11,23.9
2011/05/10,24.5
2011/05/09,30.5
2011/05/08,27
2011/05/07,20.9
2011/05/06,22.9
2011/05/05,21.6
2011/05/04,36.7
2011/05/03,25.3
2011/05/02,16.4
2011/05/01,12.3
2011/04/30,23
2011/04/29,31
2011/04/28,43.4
2011/04/27,40.7
2011/04/26,37.2
2011/04/25,56
2011/04/24,47.9
2011/04/23,42.5
2011/04/22,41.7
2011/04/21,42.9
2011/04/20,41.5
2011/04/19,45.2
2011/04/18,35.9
2011/04/17,15.5
2011/04/16,22.2
2011/04/15,35.3
2011/04/14,37.5
2011/04/13,35.1
2011/04/12,46.1
2011/04/11,32.6
2011/04/10,35
2011/04/09,36.5
2011/04/08,35.1
2011/04/07,33
2011/04/06,38.3
2011/04/05,33.4
2011/04/04,29
2011/04/03,43.6
2011/04/02,40.2
2011/04/01,36.9
2011/03/31,20.5
2011/03/30,34.1
2011/03/29,44.1
2011/03/28,32.6
2011/03/27,25.9
2011/03/26,25.7
2011/03/25,32.7
2011/03/24,27.8
2011/03/23,28.1
2011/03/22,31.8
2011/03/21,21.1
2011/03/20,38.2
2011/03/19,19.2
2011/03/18,19.1
2011/03/17,33.8
2011/03/16,33.1
2011/03/15,28.2
2011/03/14,23
2011/03/13,29.6
2011/03/12,25.7
2011/03/11,18.1
2011/03/10,16.7
2011/03/09,28.9
2011/03/08,27.9
2011/03/07,34
2011/03/06,23.2
2011/03/05,26.7
2011/03/04,34.2
2011/03/03,27.3
2011/03/02,20
2011/03/01,18.1
2011/02/28,26.7
2011/02/27,19.8
2011/02/26,23.5
2011/02/25,18.1
2011/02/24,16.7
2011/02/23,27.7
2011/02/22,22
2011/02/21,19
2011/02/20,24.9
2011/02/19,8.4
2011/02/18,8.7
2011/02/17,16.8
2011/02/16,9.5
2011/02/15,17.4
2011/02/14,19.5
2011/02/13,16.3
2011/02/12,25.1
2011/02/11,25.5
2011/02/10,29
2011/02/09,29.4
2011/02/08,24.7
2011/02/07,28.3
2011/02/06,27.4
2011/02/05,24.8
2011/02/04,24.9
2011/02/03,22.7
2011/02/02,20.1
2011/02/01,21.5
2011/01/31,22
2011/01/30,26.5
2011/01/29,25.6
2011/01/28,16.1
2011/01/27,14.8
2011/01/26,14.7
2011/01/25,14.9
2011/01/24,18.9
2011/01/23,15
2011/01/22,11.8
2011/01/21,14.3
2011/01/20,10.5
2011/01/19,14.3
2011/01/18,14.5
2011/01/17,19.4
2011/01/16,22.1
2011/01/15,28.5
2011/01/14,11.8
2011/01/13,0
2011/01/12,10.3
2011/01/11,11.8
2011/01/10,13.5
2011/01/09,18.7
2011/01/08,14.7
2011/01/07,14.7
2011/01/06,7.7
2011/01/05,12.4
2011/01/04,16.1
2011/01/03,7.2
2011/01/02,17.6
2011/01/01,16.7
2010/12/31,26.2
2010/12/30,24.8
2010/12/29,23
2010/12/28,18.5
2010/12/27,15.6
2010/12/26,22.9
2010/12/25,14.3
2010/12/24,20.7
2010/12/23,24.8
2010/12/22,21.9
2010/12/21,27.2
2010/12/20,20.2
2010/12/19,23.3
2010/12/18,18.7
2010/12/17,18.6
2010/12/16,11.7
2010/12/15,8.4
2010/12/14,11.5
2010/12/13,18.7
2010/12/12,22.7
2010/12/11,15.2
2010/12/10,29.3
2010/12/09,24.3
2010/12/08,30.6
2010/12/07,34.3
2010/12/06,32.1
2010/12/05,19.4
2010/12/04,22.7
2010/12/03,19.5
2010/12/02,18.7
2010/12/01,21.3
2010/11/30,24.7
2010/11/29,25.1
2010/11/28,30.9
2010/11/27,26.7
2010/11/26,23.4
2010/11/25,23.6
2010/11/24,16.5
2010/11/23,22
2010/11/22,20.2
2010/11/21,22.9
2010/11/20,22.7
2010/11/19,16.8
2010/11/18,18.9
2010/11/17,11.5
2010/11/16,19.5
2010/11/15,20.3
2010/11/14,6.9
2010/11/13,5.2
2010/11/12,31.9
2010/11/11,15.2
2010/11/10,20
2010/11/09,31.7
2010/11/08,36.1
2010/11/07,22.2
2010/11/06,15.4
2010/11/05,11.4
2010/11/04,15.8
2010/11/03,25.1
2010/11/02,27.6
2010/11/01,28
2010/10/31,34.9
2010/10/30,35
2010/10/29,33.4
2010/10/28,28.7
2010/10/27,31.2
2010/10/26,32.3
2010/10/25,28
2010/10/24,28.4
2010/10/23,18.6
2010/10/22,18.1
2010/10/21,21.8
2010/10/20,14.1
2010/10/19,16.1
2010/10/18,41.8
2010/10/17,30.9
2010/10/16,32.8
2010/10/15,29.1
2010/10/14,33
2010/10/13,36.9
2010/10/12,25.8
2010/10/11,19.4
2010/10/10,30.1
2010/10/09,43
2010/10/08,0
2010/10/07,40.3
2010/10/06,19.8
2010/10/05,30.4
2010/10/04,45.3
2010/10/03,32.3
2010/10/02,38.4
2010/10/01,31.5
2010/09/30,34.1
2010/09/29,41.4
2010/09/28,38.1
2010/09/27,29
2010/09/26,39.3
2010/09/25,30.7
2010/09/24,26.3
2010/09/23,31.8
2010/09/22,18.7
2010/09/21,37.4
2010/09/20,18.4
2010/09/19,20.8
2010/09/18,22.3
2010/09/17,40.9
2010/09/16,31.2
2010/09/15,31.4
2010/09/14,24.9
2010/09/13,20.4
2010/09/12,24.3
2010/09/11,23.4
2010/09/10,19.3
2010/09/09,19
2010/09/08,31.7
2010/09/07,30
2010/09/06,26.6
2010/09/05,25.8
2010/09/04,26.6
2010/09/03,29.1
2010/09/02,26.1
2010/09/01,13.2
2010/08/31,17.7
2010/08/30,30.1
2010/08/29,39.3
2010/08/28,37.7
2010/08/27,27.2
2010/08/26,33.9
2010/08/25,33
2010/08/24,32
2010/08/23,31.3
2010/08/22,32.3
2010/08/21,49.8
2010/08/20,35
2010/08/19,25.3
2010/08/18,21.6
2010/08/17,24.6
2010/08/16,20.6
2010/08/15,18
2010/08/14,0
2010/08/11,0
2010/08/10,2.6
2010/08/09,2.6
2010/08/08,2.6
2010/08/07,2.6
2010/08/06,0
2010/08/05,0
2010/08/04,41.2
2010/08/03,33.7
2010/08/02,25.8
2010/08/01,22.1
2010/07/31,24
2010/07/30,14.3
2010/07/29,18.6
2010/07/28,11.7
2010/07/27,10.9
2010/07/26,18.5
2010/07/25,20.5
2010/07/24,24.4
2010/07/23,31.2
2010/07/22,27.7
2010/07/21,32.1
2010/07/20,35.8
2010/07/19,40.6
2010/07/18,30.5
2010/07/17,29.9
2010/07/16,40.8
2010/07/15,33.6
2010/07/14,18.9
2010/07/13,19
2010/07/12,17.1
2010/07/11,21.8
2010/07/10,22.2
2010/07/09,19.5
2010/07/08,21.6
2010/07/07,17.9
2010/07/06,21.1
2010/07/05,26.6
2010/07/04,24.1
2010/07/03,23.6
2010/07/02,19.9
2010/07/01,19.4
2010/06/30,22.1
2010/06/29,17.5
2010/06/28,16.3
2010/06/27,16.5
2010/06/26,12.2
2010/06/25,6.7
2010/06/24,9.8
2010/06/23,14.4
2010/06/22,23.6
2010/06/21,16.8
2010/06/20,17.3
2010/06/19,14.6
2010/06/18,13.6
2010/06/17,15.2
2010/06/16,11.9
2010/06/15,4
2010/06/14,8.4
2010/06/13,13.6
2010/06/12,20.2
2010/06/11,17.6
2010/06/10,19.1
2010/06/09,36.3
2010/06/08,35
2010/06/07,26.3
2010/06/06,26.6
2010/06/05,26.1
2010/06/04,24.3
2010/06/03,11.2
2010/06/02,19.4
2010/06/01,30.5
2010/05/31,31.7
2010/05/30,18.5
2010/05/29,36
2010/05/28,26.6
2010/05/27,38.2
2010/05/26,49.9
2010/05/25,45.8
2010/05/24,38.9
2010/05/23,18.2
2010/05/22,17.1
2010/05/21,23.2
2010/05/20,13.9
2010/05/19,16.3
2010/05/18,32.3
2010/05/17,37.2
2010/05/16,30.2
2010/05/15,22.1
2010/05/14,40.3
2010/05/13,28.7
2010/05/12,37.3
2010/05/11,34.9
2010/05/10,28.8
2010/05/09,19.4
2010/05/08,28.6
2010/05/07,10
2010/05/06,12.4
2010/05/05,30.6
2010/05/04,38.7
2010/05/03,50
2010/05/02,38.2
2010/05/01,31.8
2010/04/30,38
2010/04/29,32.2
2010/04/28,16
2010/04/27,19.8
2010/04/26,40.8
2010/04/25,41.3
2010/04/24,11.8
2010/04/23,16.1
2010/04/22,23.6
2010/04/21,29.2
2010/04/20,23.1
2010/04/19,29.9
2010/04/18,25.7
2010/04/17,25.7
2010/04/16,23.8
2010/04/15,17.6
2010/04/14,36.1
2010/04/13,22.9
2010/04/12,15.7
2010/04/11,31.4
2010/04/10,29.3
2010/04/09,32.3
2010/04/08,15.4
2010/04/07,29.3
2010/04/06,9
2010/04/05,9.9
2010/04/04,27.5
2010/04/03,17.8
2010/04/02,24.6
2010/04/01,45.4
2010/03/31,33.9
2010/03/30,29.4
2010/03/29,31.5
2010/03/28,28.4
2010/03/27,26.7
2010/03/26,30.6
2010/03/25,20.7
2010/03/24,25.2
2010/03/23,31.3
2010/03/22,22.1
2010/03/21,24.1
2010/03/20,25.4
2010/03/19,27.4
2010/03/18,25.1
2010/03/17,11.7
2010/03/16,15.5
2010/03/15,18.2
2010/03/14,35.8
2010/03/13,16.9
2010/03/12,16.9
2010/03/11,24.6
2010/03/10,27.4
2010/03/09,25.6
2010/03/08,15
2010/03/07,18.3
2010/03/06,27.3
2010/03/05,22.5
2010/03/04,24.5
2010/03/03,24.1
2010/03/02,19.5
2010/03/01,29.3
2010/02/28,27
2010/02/27,15.1
2010/02/26,11.3
2010/02/25,11.4
2010/02/24,33
2010/02/23,16.5
2010/02/22,3.6
2010/02/21,18.7
2010/02/20,22.1
2010/02/19,13.9
2010/02/18,23.3
2010/02/17,22
2010/02/16,22.6
2010/02/15,18.3
2010/02/14,20.7
2010/02/13,8
2010/02/12,6.8
2010/02/11,19.7
2010/02/10,19.9
2010/02/09,23.8
2010/02/08,15
2010/02/07,13.1
2010/02/06,6.8
2010/02/05,16
2010/02/04,20.5
2010/02/03,16.1
2010/02/02,14.3
2010/02/01,19.9
2010/01/31,31.7
2010/01/30,21.4
2010/01/29,24.4
2010/01/28,18.8
2010/01/27,19.8
2010/01/26,18.5
2010/01/25,8.8
2010/01/24,9.7
2010/01/23,12.4
2010/01/22,10.9
2010/01/21,20.3
2010/01/20,31.3
2010/01/19,17.9
2010/01/18,17.3
2010/01/17,22.3
2010/01/16,24
2010/01/15,19
2010/01/14,17
2010/01/13,16.6
2010/01/12,9.9
2010/01/11,12.3
2010/01/10,19.5
2010/01/09,18.9
2010/01/08,8
2010/01/07,9.6
2010/01/06,5.6
2010/01/05,12.8
2010/01/04,16.2
2010/01/03,19.4
2010/01/02,14.2
2010/01/01,12.2
,
,
